DATE,RMIDVLTR
2018-05-04,3781.04
2018-05-07,3790.31
2018-05-08,3786.62
2018-05-09,3813.19
2018-05-10,3841.06
2018-05-11,3839.85
2018-05-14,3835.30
2018-05-15,3818.68
2018-05-16,3833.51
2018-05-17,3845.46
2018-05-18,3836.67
2018-05-21,3862.28
2018-05-22,3851.85
2018-05-23,3857.81
2018-05-24,3852.79
2018-05-25,3841.78
2018-05-28,.
2018-05-29,3805.74
2018-05-30,3856.42
2018-05-31,3821.65
2018-06-01,3844.00
2018-06-04,3854.50
2018-06-05,3858.02
2018-06-06,3881.17
2018-06-07,3887.05
2018-06-08,3902.23
2018-06-11,3907.14
2018-06-12,3916.72
2018-06-13,3889.65
2018-06-14,3899.20
2018-06-15,3891.06
2018-06-18,3895.94
2018-06-19,3886.55
2018-06-20,3900.90
2018-06-21,3877.37
2018-06-22,3892.76
2018-06-25,3855.51
2018-06-26,3861.85
2018-06-27,3832.48
2018-06-28,3847.43
2018-06-29,3852.46
2018-07-02,3850.10
2018-07-03,3854.78
2018-07-04,.
2018-07-05,3883.73
2018-07-06,3912.10
2018-07-09,3939.89
2018-07-10,3945.20
2018-07-11,3911.98
2018-07-12,3920.47
2018-07-13,3921.96
2018-07-16,3907.02
2018-07-17,3915.86
2018-07-18,3926.81
2018-07-19,3933.83
2018-07-20,3916.52
2018-07-23,3918.65
2018-07-24,3910.10
2018-07-25,3932.87
2018-07-26,3954.36
2018-07-27,3933.95
2018-07-30,3927.27
2018-07-31,3957.18
2018-08-01,3930.15
2018-08-02,3944.57
2018-08-03,3963.28
2018-08-06,3972.14
2018-08-07,3978.42
2018-08-08,3969.47
2018-08-09,3966.65
2018-08-10,3940.32
2018-08-13,3919.15
2018-08-14,3951.27
2018-08-15,3921.04
2018-08-16,3957.28
2018-08-17,3982.23
2018-08-20,3998.26
2018-08-21,4012.41
2018-08-22,4002.89
2018-08-23,3986.08
2018-08-24,4001.97
2018-08-27,4020.65
2018-08-28,4024.39
2018-08-29,4035.27
2018-08-30,4008.70
2018-08-31,4011.08
2018-09-03,.
2018-09-04,3998.99
2018-09-05,4010.75
2018-09-06,3996.49
2018-09-07,3975.39
2018-09-10,3988.11
2018-09-11,3991.77
2018-09-12,3995.84
2018-09-13,4006.46
2018-09-14,4013.63
2018-09-17,4004.22
2018-09-18,4018.30
2018-09-19,4014.42
2018-09-20,4040.67
2018-09-21,4044.88
2018-09-24,4005.58
2018-09-25,3991.60
2018-09-26,3960.94
2018-09-27,3961.93
2018-09-28,3979.42
2018-10-01,3970.87
2018-10-02,3970.64
2018-10-03,3975.99
2018-10-04,3953.05
2018-10-05,3935.65
2018-10-08,3946.45
2018-10-09,3927.38
2018-10-10,3830.35
2018-10-11,3746.57
2018-10-12,3759.67
2018-10-15,3769.74
2018-10-16,3834.79
2018-10-17,3825.40
2018-10-18,3782.40
2018-10-19,3782.04
2018-10-22,3746.75
2018-10-23,3720.21
2018-10-24,3632.82
2018-10-25,3673.85
2018-10-26,3614.56
2018-10-29,3614.57
2018-10-30,3674.21
2018-10-31,3692.75
2018-11-01,3749.73
2018-11-02,3734.17
2018-11-05,3764.79
2018-11-06,3792.16
2018-11-07,3839.47
2018-11-08,3829.46
2018-11-09,3797.51
